Rk,Name,Team,Result,Date,Vs.,Pitch (MPH),EV (MPH),LA (deg),Dist (ft),gamePk,playId,Video_url,x/30 ballparks
7,"Soto, Juan",NYM,Home Run,4/14/2025,MIN,90.7,107.9,35,405,778324,6e5850ec-eb34-3aeb-bb96-81664a1d2e1a,https://baseballsavant.mlb.com/sporty-videos?playId=6e5850ec-eb34-3aeb-bb96-81664a1d2e1a,24
8,"Tatis Jr., Fernando",SD,Home Run,4/14/2025,CHC,80.2,107.8,22,386,778315,f790bf4a-9813-3f00-9377-a139273ce54e,https://baseballsavant.mlb.com/sporty-videos?playId=f790bf4a-9813-3f00-9377-a139273ce54e,15
9,"Wells, Austin",NYY,Home Run,4/14/2025,KC,93.3,107.7,22,361,778327,c1684800-2b04-32b5-bb81-1b208900ca7b,https://baseballsavant.mlb.com/sporty-videos?playId=c1684800-2b04-32b5-bb81-1b208900ca7b,14
10,"DÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­az, Yandy",TB,Home Run,4/14/2025,BOS,93.3,107.6,26,415,778328,4e6b73b9-01c3-3bb8-8f0c-03cec46597df,https://baseballsavant.mlb.com/sporty-videos?playId=4e6b73b9-01c3-3bb8-8f0c-03cec46597df,28
11,"Misner, Kameron",TB,Home Run,4/14/2025,BOS,84.6,106.9,30,431,778328,590b24f7-679c-3df7-9c99-3191aeb6af37,https://baseballsavant.mlb.com/sporty-videos?playId=590b24f7-679c-3df7-9c99-3191aeb6af37,29
12,"Caminero, Junior",TB,Home Run,4/14/2025,BOS,89.4,105.8,25,392,778328,ae62fa69-931a-3864-986f-f2c666b7ac25,https://baseballsavant.mlb.com/sporty-videos?playId=ae62fa69-931a-3864-986f-f2c666b7ac25,21
13,"Murphy, Sean",ATL,Home Run,4/14/2025,TOR,87.3,105.6,29,429,778322,bc18ab79-4d9e-39b6-817f-e0df1a31f1d2,https://baseballsavant.mlb.com/sporty-videos?playId=bc18ab79-4d9e-39b6-817f-e0df1a31f1d2,30
14,"Chisholm Jr., Jazz",NYY,Home Run,4/14/2025,KC,86.7,105.4,33,411,778327,eed42eae-15db-3f0e-94ae-2acdbcb7e550,https://baseballsavant.mlb.com/sporty-videos?playId=eed42eae-15db-3f0e-94ae-2acdbcb7e550,23
15,"Campbell, Kristian",BOS,Home Run,4/14/2025,TB,86.5,104.5,36,381,778328,381fab41-a861-3b4f-8bc9-f3e69608061f,https://baseballsavant.mlb.com/sporty-videos?playId=381fab41-a861-3b4f-8bc9-f3e69608061f,30
16,"Rice, Ben",NYY,Home Run,4/14/2025,KC,89.9,104.2,39,381,778327,beae00b6-0f37-3575-8c23-c80cae42611b,https://baseballsavant.mlb.com/sporty-videos?playId=beae00b6-0f37-3575-8c23-c80cae42611b,29
17,"Busch, Michael",CHC,Home Run,4/14/2025,SD,90.2,103.8,29,397,778315,70bb2c02-0639-357e-80ad-4e02876d3076,https://baseballsavant.mlb.com/sporty-videos?playId=70bb2c02-0639-357e-80ad-4e02876d3076,28
18,"PeÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â±a, Jeremy",HOU,Home Run,4/14/2025,STL,96,103.6,29,407,778325,730b37ce-a3cb-3675-b3d2-08a659087ed2,https://baseballsavant.mlb.com/sporty-videos?playId=730b37ce-a3cb-3675-b3d2-08a659087ed2,28
19,"Grisham, Trent",NYY,Home Run,4/14/2025,KC,91.8,103.2,33,384,778327,1c3d2387-9171-34b9-bf38-75d59c6172ab,https://baseballsavant.mlb.com/sporty-videos?playId=1c3d2387-9171-34b9-bf38-75d59c6172ab,30
20,"Castellanos, Nick",PHI,Home Run,4/14/2025,SF,75.2,103.1,31,400,778320,d2870c42-3274-3b4e-9819-594c55f085f4,https://baseballsavant.mlb.com/sporty-videos?playId=d2870c42-3274-3b4e-9819-594c55f085f4,30
21,"Goodman, Hunter",COL,Home Run,4/14/2025,LAD,94.3,102,28,402,778326,0dc41e54-ea65-3dc8-ac06-a106638da1c9,https://baseballsavant.mlb.com/sporty-videos?playId=0dc41e54-ea65-3dc8-ac06-a106638da1c9,9
22,"Yastrzemski, Mike",SF,Home Run,4/14/2025,PHI,79.5,101.9,36,387,778320,47343476-f154-3b79-bb04-7c1e52242821,https://baseballsavant.mlb.com/sporty-videos?playId=47343476-f154-3b79-bb04-7c1e52242821,25
23,"Adames, Willy",SF,Home Run,4/14/2025,PHI,92.4,101.4,31,378,778320,90d36da8-92e3-3cd6-b277-b3d0916eb653,https://baseballsavant.mlb.com/sporty-videos?playId=90d36da8-92e3-3cd6-b277-b3d0916eb653,7
24,"Betts, Mookie",LAD,Home Run,4/14/2025,COL,85.9,101.2,25,397,778326,e8981cf6-8317-3116-970f-b07ebdd83ddd,https://baseballsavant.mlb.com/sporty-videos?playId=e8981cf6-8317-3116-970f-b07ebdd83ddd,28
25,"Straw, Myles",TOR,Home Run,4/14/2025,ATL,94.8,100.3,34,397,778322,cce0cb67-3c4b-3fc3-9823-6ab98d51c26c,https://baseballsavant.mlb.com/sporty-videos?playId=cce0cb67-3c4b-3fc3-9823-6ab98d51c26c,26
26,"Arenado, Nolan",STL,Home Run,4/14/2025,HOU,91,100.3,30,379,778325,12a1e50f-b114-3bd1-b35f-6fc4ad533422,https://baseballsavant.mlb.com/sporty-videos?playId=12a1e50f-b114-3bd1-b35f-6fc4ad533422,28
27,"Fitzgerald, Tyler",SF,Home Run,4/14/2025,PHI,86.6,96.9,27,369,778320,396c6613-60a7-36a8-88ce-79ea27b40767,https://baseballsavant.mlb.com/sporty-videos?playId=396c6613-60a7-36a8-88ce-79ea27b40767,18
28,"Arraez, Luis",SD,Home Run,4/14/2025,CHC,92.1,96.5,37,356,778315,02312b88-a36e-3f9f-a700-868e67b60041,https://baseballsavant.mlb.com/sporty-videos?playId=02312b88-a36e-3f9f-a700-868e67b60041,23
29,"Misner, Kameron",TB,Home Run,4/14/2025,BOS,79.6,96.2,25,355,778328,2768dace-e99e-3f4f-8e14-70ae8a7be58f,https://baseballsavant.mlb.com/sporty-videos?playId=2768dace-e99e-3f4f-8e14-70ae8a7be58f,1
1,"Wood, James",WSH,Home Run,4/15/2025,PIT,94.1,112.6,29,445,778314,46a66296-de2b-337c-9b9d-d5b09f9c2e92,https://baseballsavant.mlb.com/sporty-videos?playId=46a66296-de2b-337c-9b9d-d5b09f9c2e92,30
2,"Olson, Matt",ATL,Home Run,4/15/2025,TOR,95.4,109.7,30,412,778311,4f1d25f7-86be-3219-b7fa-2746ace97817,https://baseballsavant.mlb.com/sporty-videos?playId=4f1d25f7-86be-3219-b7fa-2746ace97817,25
3,"Soderstrom, Tyler",ATH,Home Run,4/15/2025,CWS,77.8,109.6,26,423,778309,c4f258c2-6a0c-33b7-b16d-c4ec1daff572,https://baseballsavant.mlb.com/sporty-videos?playId=c4f258c2-6a0c-33b7-b16d-c4ec1daff572,30
4,"Aranda, Jonathan",TB,Home Run,4/15/2025,BOS,90.3,109.1,21,398,778319,6806557b-739b-3c00-9078-5882ea3142ce,https://baseballsavant.mlb.com/sporty-videos?playId=6806557b-739b-3c00-9078-5882ea3142ce,21
5,"Langeliers, Shea",ATH,Home Run,4/15/2025,CWS,84.7,107.9,25,409,778309,cafc75cf-27b2-33af-bba3-5def088ac779,https://baseballsavant.mlb.com/sporty-videos?playId=cafc75cf-27b2-33af-bba3-5def088ac779,30
6,"Carroll, Corbin",AZ,Home Run,4/15/2025,MIA,95.7,107.8,26,434,778318,f668ede2-2000-33fb-aa2a-d3eae171ebaf,https://baseballsavant.mlb.com/sporty-videos?playId=f668ede2-2000-33fb-aa2a-d3eae171ebaf,30
7,"Alvarez, Yordan",HOU,Home Run,4/15/2025,STL,88.6,107.6,21,419,778308,78470266-100d-3692-8352-aeb09ed216a4,https://baseballsavant.mlb.com/sporty-videos?playId=78470266-100d-3692-8352-aeb09ed216a4,25
8,"Hoskins, Rhys",MIL,Home Run,4/15/2025,DET,90.9,107.3,28,440,778310,347b5a27-0f03-3f6f-b022-08ffb964b17a,https://baseballsavant.mlb.com/sporty-videos?playId=347b5a27-0f03-3f6f-b022-08ffb964b17a,30
9,"Melendez, MJ",KC,Home Run,4/15/2025,NYY,94.3,107.2,25,429,778312,9489fc8f-e5da-3379-b291-9eab362edd0a,https://baseballsavant.mlb.com/sporty-videos?playId=9489fc8f-e5da-3379-b291-9eab362edd0a,29
10,"Soderstrom, Tyler",ATH,Home Run,4/15/2025,CWS,78,107.2,20,388,778309,0fff1969-bfd2-38af-ba3c-0ab4cc92d8b3,https://baseballsavant.mlb.com/sporty-videos?playId=0fff1969-bfd2-38af-ba3c-0ab4cc92d8b3,13
11,"Alonso, Pete",NYM,Home Run,4/15/2025,MIN,91.9,106.9,33,416,778307,daf4f003-ff0f-31f4-ae89-13c3a031d057,https://baseballsavant.mlb.com/sporty-videos?playId=daf4f003-ff0f-31f4-ae89-13c3a031d057,29
12,"Moore, Dylan",SEA,Home Run,4/15/2025,CIN,93.8,106.7,29,429,778316,1295937c-fc44-3293-bf83-1597ee8aa6f6,https://baseballsavant.mlb.com/sporty-videos?playId=1295937c-fc44-3293-bf83-1597ee8aa6f6,30
13,"Moore, Dylan",SEA,Home Run,4/15/2025,CIN,86,106.5,24,389,778316,7382454b-4d82-3293-8d2e-bae70dd725a4,https://baseballsavant.mlb.com/sporty-videos?playId=7382454b-4d82-3293-8d2e-bae70dd725a4,30
14,"Roden, Alan",TOR,Home Run,4/15/2025,ATL,79.9,106.4,23,397,778311,8875e19c-65e3-3ddb-a711-86667c44d78b,https://baseballsavant.mlb.com/sporty-videos?playId=8875e19c-65e3-3ddb-a711-86667c44d78b,30
15,"Santander, Anthony",TOR,Home Run,4/15/2025,ATL,93.8,106.4,26,409,778311,d3fb6b3b-f26f-39bb-b829-67f76ed03004,https://baseballsavant.mlb.com/sporty-videos?playId=d3fb6b3b-f26f-39bb-b829-67f76ed03004,30
16,"Harper, Bryce",PHI,Home Run,4/15/2025,SF,87.8,106.2,45,354,778313,69af2b50-7cb2-341d-9969-ebe657746d18,https://baseballsavant.mlb.com/sporty-videos?playId=69af2b50-7cb2-341d-9969-ebe657746d18,21
17,"Machado, Manny",SD,Home Run,4/15/2025,CHC,91.6,105.8,27,400,778305,be0828ea-60a9-3d5a-8928-40c0350d4c42,https://baseballsavant.mlb.com/sporty-videos?playId=be0828ea-60a9-3d5a-8928-40c0350d4c42,29
18,"Perdomo, Geraldo",AZ,Home Run,4/15/2025,MIA,86.7,104.8,32,397,778318,37eb9b93-792b-31f3-ae59-d617854b1bcd,https://baseballsavant.mlb.com/sporty-videos?playId=37eb9b93-792b-31f3-ae59-d617854b1bcd,30
19,"Realmuto, J.T.",PHI,Home Run,4/15/2025,SF,92.9,104.4,29,387,778313,1ec7f407-e833-3938-801f-b55f83eec533,https://baseballsavant.mlb.com/sporty-videos?playId=1ec7f407-e833-3938-801f-b55f83eec533,7
20,"Hays, Austin",CIN,Home Run,4/15/2025,SEA,94.8,104.1,34,404,778316,d87f04f3-35e4-3b9c-bfab-306b00af0ce9,https://baseballsavant.mlb.com/sporty-videos?playId=d87f04f3-35e4-3b9c-bfab-306b00af0ce9,1
21,"Riley, Austin",ATL,Home Run,4/15/2025,TOR,87.9,103.9,34,375,778311,2d9a914c-9b24-3b13-ac28-90b84c69f2b0,https://baseballsavant.mlb.com/sporty-videos?playId=2d9a914c-9b24-3b13-ac28-90b84c69f2b0,16
22,"Lee, Brooks",MIN,Home Run,4/15/2025,NYM,93.9,103.7,31,386,778307,dec34fca-22fd-38cc-b48d-1a182abce4d8,https://baseballsavant.mlb.com/sporty-videos?playId=dec34fca-22fd-38cc-b48d-1a182abce4d8,30
23,"Vaughn, Andrew",CWS,Home Run,4/15/2025,ATH,80.1,103.2,38,381,778309,a1ae11fa-e5de-3f16-b225-73fed70b4bbf,https://baseballsavant.mlb.com/sporty-videos?playId=a1ae11fa-e5de-3f16-b225-73fed70b4bbf,30
24,"Kwan, Steven",CLE,Home Run,4/15/2025,BAL,93.2,102.3,33,380,778317,3dbd4bfa-6ace-3549-b56c-5a8a8140405a,https://baseballsavant.mlb.com/sporty-videos?playId=3dbd4bfa-6ace-3549-b56c-5a8a8140405a,28
25,"Duran, Jarren",BOS,Home Run,4/15/2025,TB,96.6,101.8,30,388,778319,e4d96679-fb0e-3c20-9f76-99ef37914722,https://baseballsavant.mlb.com/sporty-videos?playId=e4d96679-fb0e-3c20-9f76-99ef37914722,25
26,"Albies, Ozzie",ATL,Home Run,4/15/2025,TOR,89.3,99.9,29,373,778311,c1a4b3e2-a9c0-3418-b7da-b99e556c19fe,https://baseballsavant.mlb.com/sporty-videos?playId=c1a4b3e2-a9c0-3418-b7da-b99e556c19fe,28
27,"Smith, Will",LAD,Home Run,4/15/2025,COL,92.3,99.8,35,370,778302,f8ebb23f-cd57-3b8b-b1b6-14a4773be849,https://baseballsavant.mlb.com/sporty-videos?playId=f8ebb23f-cd57-3b8b-b1b6-14a4773be849,20
28,"Bregman, Alex",BOS,Home Run,4/15/2025,TB,95.7,99.7,30,403,778319,fce602c7-e54d-3b16-aa21-fcf1b09408a2,https://baseballsavant.mlb.com/sporty-videos?playId=fce602c7-e54d-3b16-aa21-fcf1b09408a2,18
29,"Bregman, Alex",BOS,Home Run,4/15/2025,TB,90.2,99.1,33,366,778319,dbe276f3-4822-360f-b5c5-9e217a2148b7,https://baseballsavant.mlb.com/sporty-videos?playId=dbe276f3-4822-360f-b5c5-9e217a2148b7,2
30,"Mullins, Cedric",BAL,Home Run,4/15/2025,CLE,90.2,99,33,396,778317,723b483a-99dd-3ce6-bcbf-ae8db66d584d,https://baseballsavant.mlb.com/sporty-videos?playId=723b483a-99dd-3ce6-bcbf-ae8db66d584d,16
31,"Soto, Juan",NYM,Home Run,4/15/2025,MIN,83.8,98.7,37,351,778307,e5f2d497-ab6a-366b-9324-85e43f75b9d0,https://baseballsavant.mlb.com/sporty-videos?playId=e5f2d497-ab6a-366b-9324-85e43f75b9d0,25
32,"Naylor, Josh",AZ,Home Run,4/15/2025,MIA,86.2,98.2,32,373,778318,0a13f204-4a19-3600-93df-fcbed07c2a5c,https://baseballsavant.mlb.com/sporty-videos?playId=0a13f204-4a19-3600-93df-fcbed07c2a5c,30
1,"Ohtani, Shohei",LAD,Home Run,4/16/2025,COL,85.1,111,32,448,778287,521627b4-ed39-3481-a497-3317f45eecef,https://baseballsavant.mlb.com/sporty-videos?playId=521627b4-ed39-3481-a497-3317f45eecef,30
2,"Smith, Pavin",AZ,Home Run,4/16/2025,MIA,86.9,109.3,29,429,778303,f23a7838-7978-3017-8b4c-bcba3ad5bde8,https://baseballsavant.mlb.com/sporty-videos?playId=f23a7838-7978-3017-8b4c-bcba3ad5bde8,29
3,"Guerrero Jr., Vladimir",TOR,Home Run,4/16/2025,ATL,83.6,108.9,28,412,778297,6e71094d-dc15-3f0d-9851-b6ad031ea7c6,https://baseballsavant.mlb.com/sporty-videos?playId=6e71094d-dc15-3f0d-9851-b6ad031ea7c6,30
4,"Arias, Gabriel",CLE,Home Run,4/16/2025,BAL,85.2,108.9,29,424,778301,3b660380-57fa-34c5-abe5-53441fa6f512,https://baseballsavant.mlb.com/sporty-videos?playId=3b660380-57fa-34c5-abe5-53441fa6f512,29
5,"Judge, Aaron",NYY,Home Run,4/16/2025,KC,93.1,108.7,36,383,778300,9b57b092-2e61-37af-a7a9-0314f1aa7663,https://baseballsavant.mlb.com/sporty-videos?playId=9b57b092-2e61-37af-a7a9-0314f1aa7663,7
6,"Nootbaar, Lars",STL,Home Run,4/16/2025,HOU,80.1,108.4,21,418,778290,197d206b-e1f2-366c-a67d-93bede5de23a,https://baseballsavant.mlb.com/sporty-videos?playId=197d206b-e1f2-366c-a67d-93bede5de23a,25
7,"O'Hearn, Ryan",BAL,Home Run,4/16/2025,CLE,94.9,107.9,34,396,778301,007e8445-28ab-3be6-9660-869d105e05d4,https://baseballsavant.mlb.com/sporty-videos?playId=007e8445-28ab-3be6-9660-869d105e05d4,30
8,"Yelich, Christian",MIL,Home Run,4/16/2025,DET,87.9,107.9,34,404,778295,04f8a7cf-e71c-3ca9-a5d4-a0b60f0d9c1c,https://baseballsavant.mlb.com/sporty-videos?playId=04f8a7cf-e71c-3ca9-a5d4-a0b60f0d9c1c,29
9,"Freeman, Freddie",LAD,Home Run,4/16/2025,COL,93.7,106.7,26,409,778287,9a495cdf-7f4b-34d4-b48a-6b227261af59,https://baseballsavant.mlb.com/sporty-videos?playId=9a495cdf-7f4b-34d4-b48a-6b227261af59,30
10,"Baldwin, Brooks",CWS,Home Run,4/16/2025,ATH,83.6,106.3,33,407,778294,5482b72a-457b-3eaf-8218-263c330abba4,https://baseballsavant.mlb.com/sporty-videos?playId=5482b72a-457b-3eaf-8218-263c330abba4,30
11,"Crow-Armstrong, Pete",CHC,Home Run,4/16/2025,SD,93.8,106.3,40,370,778288,5f28d970-667e-399e-9422-ae738ea11aea,https://baseballsavant.mlb.com/sporty-videos?playId=5f28d970-667e-399e-9422-ae738ea11aea,29
12,"Laureano, RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â³n",BAL,Home Run,4/16/2025,CLE,95.5,106.1,31,393,778301,16a37ce6-3f7e-36ab-ae53-0774ef33272d,https://baseballsavant.mlb.com/sporty-videos?playId=16a37ce6-3f7e-36ab-ae53-0774ef33272d,30
13,"Hamilton, David",BOS,Home Run,4/16/2025,TB,92.5,105.8,20,335,778298,b5269423-5d25-3f15-9915-c1b3247f923d,https://baseballsavant.mlb.com/sporty-videos?playId=b5269423-5d25-3f15-9915-c1b3247f923d,1
14,"Naylor, Josh",AZ,Home Run,4/16/2025,MIA,94.8,105.7,34,398,778303,80724cf3-6a70-3048-bb3a-dc47cb4df72f,https://baseballsavant.mlb.com/sporty-videos?playId=80724cf3-6a70-3048-bb3a-dc47cb4df72f,6
15,"Davis, Henry",PIT,Home Run,4/16/2025,WSH,92.4,105.6,26,392,778293,1ed94884-4c0d-35e2-93c5-1283db3425fd,https://baseballsavant.mlb.com/sporty-videos?playId=1ed94884-4c0d-35e2-93c5-1283db3425fd,30
16,"Tawa, Tim",AZ,Home Run,4/16/2025,MIA,85.9,105.3,23,414,778303,52c08af2-ed13-3569-ae3d-10e2563de886,https://baseballsavant.mlb.com/sporty-videos?playId=52c08af2-ed13-3569-ae3d-10e2563de886,29
17,"Cruz, Oneil",PIT,Home Run,4/16/2025,WSH,86,105.2,23,385,778293,640a57ee-60e8-33c8-bcc6-253bcd9795a8,https://baseballsavant.mlb.com/sporty-videos?playId=640a57ee-60e8-33c8-bcc6-253bcd9795a8,30
18,"Raleigh, Cal",SEA,Home Run,4/16/2025,CIN,87.5,104.1,32,412,778304,4e77151a-fd79-358c-9455-2ae6739a02e2,https://baseballsavant.mlb.com/sporty-videos?playId=4e77151a-fd79-358c-9455-2ae6739a02e2,30
19,"Raleigh, Cal",SEA,Home Run,4/16/2025,CIN,79.8,104,39,350,778304,e65dd905-7072-327a-9e21-8dc5230586b1,https://baseballsavant.mlb.com/sporty-videos?playId=e65dd905-7072-327a-9e21-8dc5230586b1,10
20,"Holliday, Jackson",BAL,Home Run,4/16/2025,CLE,87.5,103.7,28,396,778301,4d927fbf-ef72-33c2-9aef-36505140af4a,https://baseballsavant.mlb.com/sporty-videos?playId=4d927fbf-ef72-33c2-9aef-36505140af4a,9
21,"Torkelson, Spencer",DET,Home Run,4/16/2025,MIL,89.9,103.7,27,395,778295,925d2e49-86e7-370f-b14a-973153bcaf49,https://baseballsavant.mlb.com/sporty-videos?playId=925d2e49-86e7-370f-b14a-973153bcaf49,11
22,"Toglia, Michael",COL,Home Run,4/16/2025,LAD,79.1,103,29,418,778287,04b2b4bf-76f1-39a2-a288-9b7c460a393f,https://baseballsavant.mlb.com/sporty-videos?playId=04b2b4bf-76f1-39a2-a288-9b7c460a393f,26
23,"Gurriel Jr., Lourdes",AZ,Home Run,4/16/2025,MIA,85.1,102.8,33,415,778303,6568a25e-a3ce-3e6a-acfa-5523d4a8c405,https://baseballsavant.mlb.com/sporty-videos?playId=6568a25e-a3ce-3e6a-acfa-5523d4a8c405,30
24,"Mervis, Matt",MIA,Home Run,4/16/2025,AZ,83.2,102.7,30,396,778303,f6f40a1b-0702-399a-b6e2-0337793b1eae,https://baseballsavant.mlb.com/sporty-videos?playId=f6f40a1b-0702-399a-b6e2-0337793b1eae,30
25,"Moniak, Mickey",COL,Home Run,4/16/2025,LAD,97.5,102.3,31,370,778287,c49358a5-74a8-3a14-b8e6-67fa07d0b71c,https://baseballsavant.mlb.com/sporty-videos?playId=c49358a5-74a8-3a14-b8e6-67fa07d0b71c,19
26,"Hoskins, Rhys",MIL,Home Run,4/16/2025,DET,94.3,101.2,29,391,778295,d8dff0c6-b43c-3b07-970b-7addf887b2ff,https://baseballsavant.mlb.com/sporty-videos?playId=d8dff0c6-b43c-3b07-970b-7addf887b2ff,18
27,"Frelick, Sal",MIL,Home Run,4/16/2025,DET,85.9,101,27,408,778295,c96013ed-73ac-381a-a079-2d82c7c65141,https://baseballsavant.mlb.com/sporty-videos?playId=c96013ed-73ac-381a-a079-2d82c7c65141,25
28,"Harper, Bryce",PHI,Home Run,4/16/2025,SF,87.8,98.2,28,364,778296,ca4dd944-65e7-37f6-adc3-2eaf1de09055,https://baseballsavant.mlb.com/sporty-videos?playId=ca4dd944-65e7-37f6-adc3-2eaf1de09055,29
29,"Baldwin, Drake",ATL,Home Run,4/16/2025,TOR,91.9,95.1,32,345,778297,ce07196d-3bc9-334e-b2c3-a1b34417e877,https://baseballsavant.mlb.com/sporty-videos?playId=ce07196d-3bc9-334e-b2c3-a1b34417e877,4
1,"Cruz, Oneil",PIT,Home Run,4/17/2025,WSH,80.3,114.5,21,442,778280,8c012f77-f0b4-3f7e-908e-f59300d9525e,https://baseballsavant.mlb.com/sporty-videos?playId=8c012f77-f0b4-3f7e-908e-f59300d9525e,30
2,"Raleigh, Cal",SEA,Home Run,4/17/2025,CIN,93.9,110.5,33,422,778285,28a5caf0-5e82-3e65-827f-e72450041339,https://baseballsavant.mlb.com/sporty-videos?playId=28a5caf0-5e82-3e65-827f-e72450041339,30
3,"Henderson, Gunnar",BAL,Home Run,4/17/2025,CLE,94.8,109.4,18,393,778292,385c8021-7fc8-3c47-8bbd-83a661b5a163,https://baseballsavant.mlb.com/sporty-videos?playId=385c8021-7fc8-3c47-8bbd-83a661b5a163,15
4,"Seager, Corey",TEX,Home Run,4/17/2025,LAA,87.5,108.8,29,427,778281,19986c0a-cf2c-3cfc-84e7-08ed0ebc013f,https://baseballsavant.mlb.com/sporty-videos?playId=19986c0a-cf2c-3cfc-84e7-08ed0ebc013f,29
5,"Arozarena, Randy",SEA,Home Run,4/17/2025,CIN,86.4,108.2,22,376,778285,5d7cba6d-43bc-362e-9744-69a4fd711ade,https://baseballsavant.mlb.com/sporty-videos?playId=5d7cba6d-43bc-362e-9744-69a4fd711ade,30
6,"Rooker, Brent",ATH,Home Run,4/17/2025,CWS,87.5,107.3,28,415,778283,b637dfc8-a84b-38c4-ba50-ab3372002871,https://baseballsavant.mlb.com/sporty-videos?playId=b637dfc8-a84b-38c4-ba50-ab3372002871,30
7,"Fraley, Jake",CIN,Home Run,4/17/2025,SEA,96.3,107.1,21,365,778285,2f6eb285-c3d8-33b1-ad94-5983f391cb19,https://baseballsavant.mlb.com/sporty-videos?playId=2f6eb285-c3d8-33b1-ad94-5983f391cb19,7
8,"Naylor, Josh",AZ,Home Run,4/17/2025,MIA,89.3,107,30,417,778291,528be4c0-0994-3d83-ad01-170c5c3ac626,https://baseballsavant.mlb.com/sporty-videos?playId=528be4c0-0994-3d83-ad01-170c5c3ac626,30
9,"Butler, Lawrence",ATH,Home Run,4/17/2025,CWS,88.9,107,35,414,778283,8818e7a9-715c-3728-b42b-deb5dc746d61,https://baseballsavant.mlb.com/sporty-videos?playId=8818e7a9-715c-3728-b42b-deb5dc746d61,30
10,"Raley, Luke",SEA,Home Run,4/17/2025,CIN,81.9,106.3,31,398,778285,b91301cd-74b5-3aa8-9fc9-026c77df66be,https://baseballsavant.mlb.com/sporty-videos?playId=b91301cd-74b5-3aa8-9fc9-026c77df66be,30
11,"Kjerstad, Heston",BAL,Home Run,4/17/2025,CLE,80.5,105.6,30,400,778292,79e39d9e-317f-37da-8c8a-526ce2e09250,https://baseballsavant.mlb.com/sporty-videos?playId=79e39d9e-317f-37da-8c8a-526ce2e09250,29
12,"Hedges, Austin",CLE,Home Run,4/17/2025,BAL,86.9,104.9,32,394,778292,c896e6ee-36ff-3d50-8cca-479838fe383b,https://baseballsavant.mlb.com/sporty-videos?playId=c896e6ee-36ff-3d50-8cca-479838fe383b,30
13,"Bleday, JJ",ATH,Home Run,4/17/2025,CWS,82.1,104.2,27,372,778283,8bb89df9-d813-3835-8d03-09b2919e0016,https://baseballsavant.mlb.com/sporty-videos?playId=8bb89df9-d813-3835-8d03-09b2919e0016,27
14,"Caminero, Junior",TB,Home Run,4/17/2025,NYY,89.2,104,27,378,778282,806762bd-5f37-31ef-9619-daf8acf06e01,https://baseballsavant.mlb.com/sporty-videos?playId=806762bd-5f37-31ef-9619-daf8acf06e01,15
15,"Soderstrom, Tyler",ATH,Home Run,4/17/2025,CWS,83.7,103.9,28,374,778283,d84e9fc6-3cc4-3eb7-9854-df6ffc2ff1d2,https://baseballsavant.mlb.com/sporty-videos?playId=d84e9fc6-3cc4-3eb7-9854-df6ffc2ff1d2,25
16,"Schneemann, Daniel",CLE,Home Run,4/17/2025,BAL,90.6,103.5,35,395,778292,85be3cb0-279c-3cd2-864c-69330c620432,https://baseballsavant.mlb.com/sporty-videos?playId=85be3cb0-279c-3cd2-864c-69330c620432,7
17,"Hays, Austin",CIN,Home Run,4/17/2025,SEA,95.5,103.3,31,388,778285,49d9c358-f48d-3625-a874-4a57e45390f5,https://baseballsavant.mlb.com/sporty-videos?playId=49d9c358-f48d-3625-a874-4a57e45390f5,28
18,"O'Hearn, Ryan",BAL,Home Run,4/17/2025,CLE,95.6,101.7,28,393,778292,a70fbdfb-9b95-3dfd-bbe9-dad08bcdec90,https://baseballsavant.mlb.com/sporty-videos?playId=a70fbdfb-9b95-3dfd-bbe9-dad08bcdec90,6
19,"Smith, Pavin",AZ,Home Run,4/17/2025,MIA,95.9,101.4,25,370,778291,bcc50ec7-e633-3193-91d4-cfe30a413be0,https://baseballsavant.mlb.com/sporty-videos?playId=bcc50ec7-e633-3193-91d4-cfe30a413be0,22
20,"Chapman, Matt",SF,Home Run,4/17/2025,PHI,86.5,100.6,34,372,778279,c88ffa43-0333-3ce8-ac5f-21f1160cca62,https://baseballsavant.mlb.com/sporty-videos?playId=c88ffa43-0333-3ce8-ac5f-21f1160cca62,29
21,"Cabrera, Oswaldo",NYY,Home Run,4/17/2025,TB,96.3,100.4,23,382,778282,4464f605-8851-3406-9c55-e695e24a512d,https://baseballsavant.mlb.com/sporty-videos?playId=4464f605-8851-3406-9c55-e695e24a512d,4
22,"Vientos, Mark",NYM,Home Run,4/17/2025,STL,90.4,100.1,39,338,778278,9f50ffa7-14a8-3ab3-a75d-35d35eec59ad,https://baseballsavant.mlb.com/sporty-videos?playId=9f50ffa7-14a8-3ab3-a75d-35d35eec59ad,21
23,"Fitzgerald, Tyler",SF,Home Run,4/17/2025,PHI,98.3,99.8,28,381,778279,192c5bd0-f42e-3896-a242-58790e1f9b96,https://baseballsavant.mlb.com/sporty-videos?playId=192c5bd0-f42e-3896-a242-58790e1f9b96,26
